Import data
Number of fabs after import 5085
Filter data
N fabs before filter: 5085, n fabs after filter: 4839
N fabs before filter: 46, n fabs after filter: 46
N fabs before filter: 4839, n fabs after filter: 4483
N fabs before filter: 46, n fabs after filter: 46
N fabs before filter: 4483, n fabs after filter: 4412
Format data
Preparing model inputs ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 100% 0:00:00
Preparing model inputs ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 100% 0:00:00
Size train/val set:  4412 , size test set: 46
Prepare dataloaders
Size train set: 4312, val set: 100, test set: 46
Start training
 Train |  Val 
  0.63 |   0.58
  1.06 |   0.97
  1.44 |   1.34
  1.81 |   1.58
  2.16 |   1.89
  2.49 |   2.10
  2.82 |   2.39
  3.14 |   2.63
  3.46 |   2.81
  3.76 |   3.02
  4.09 |   3.23
  4.07 |   3.23
  4.07 |   3.21
  4.08 |   3.24
  4.08 |   3.20
  4.08 |   3.20
  4.10 |   3.28
  4.07 |   3.24
  4.09 |   3.19
  4.08 |   3.30
  4.08 |   3.21
  4.08 |   3.23
  4.07 |   3.27
  4.08 |   3.23
  4.08 |   3.21
  4.07 |   3.27
  4.08 |   3.22
  4.07 |   3.30
  4.08 |   3.20
  4.08 |   3.32
  4.07 |   3.19
  4.08 |   3.26
  4.08 |   3.36
  4.09 |   3.26
  4.08 |   3.23
  4.06 |   3.25
  4.09 |   3.24
  4.09 |   3.25
  4.08 |   3.15
  4.08 |   3.20
  4.08 |   3.26
  4.08 |   3.22
  4.09 |   3.26
  4.07 |   3.26
  4.09 |   3.25
  4.08 |   3.28
  4.07 |   3.40
  4.08 |   3.15
  4.07 |   3.25
  4.08 |   3.20
  4.07 |   3.21
  4.07 |   3.32
  4.09 |   3.26
  4.08 |   3.34
  4.08 |   3.28
  4.10 |   3.24
  4.09 |   3.30
  4.07 |   3.26
  4.08 |   3.26
  4.06 |   3.31
  4.08 |   3.29
  4.08 |   3.19
  4.08 |   3.29
  4.08 |   3.22
  4.07 |   3.20
  4.08 |   3.19
  4.07 |   3.21
  4.09 |   3.25
  4.07 |   3.20
  4.07 |   3.19
  4.08 |   3.44
  4.07 |   3.22
  4.07 |   3.21
  4.07 |   3.35
  4.06 |   3.44
  4.09 |   3.31
  4.08 |   3.21
  4.07 |   3.25
  4.08 |   3.28
  4.09 |   3.26
  4.09 |   3.34
  4.09 |   3.26
  4.08 |   3.41
  4.09 |   3.23
  4.08 |   3.35
  4.10 |   3.28
  4.07 |   3.20
  4.08 |   3.25
  4.09 |   3.22
  4.09 |   3.30
  4.08 |   3.20
  4.08 |   3.17
  4.08 |   3.23
  4.08 |   3.25
  4.07 |   3.22
  4.08 |   3.24
  4.09 |   3.21
  4.08 |   3.29
  4.08 |   3.17
  4.08 |   3.15
  4.09 |   3.20
Train model ╸                                          2% -:--:--
