Import data
Number of fabs after import 5085
Filter data
N fabs before filter: 5085, n fabs after filter: 4839
N fabs before filter: 46, n fabs after filter: 46
N fabs before filter: 4839, n fabs after filter: 4483
N fabs before filter: 46, n fabs after filter: 46
N fabs before filter: 4483, n fabs after filter: 4412
Format data
Preparing model inputs ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 100% 0:00:00
Preparing model inputs ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 100% 0:00:00
Size train/val set:  4412 , size test set: 46
Prepare dataloaders
Size train set: 4312, val set: 100, test set: 46
Start training
 Train |  Val 
  0.66 |   0.61
  1.09 |   1.02
  1.47 |   1.35
  1.83 |   1.62
  2.19 |   1.92
  2.51 |   2.16
  2.84 |   2.35
  3.17 |   2.55
  3.47 |   2.76
  3.77 |   2.97
  4.08 |   3.15
  4.08 |   3.27
  4.09 |   3.19
  4.10 |   3.20
  4.10 |   3.19
  4.10 |   3.28
  4.08 |   3.21
  4.09 |   3.20
  4.09 |   3.31
  4.09 |   3.14
  4.09 |   3.14
  4.08 |   3.24
  4.09 |   3.12
  4.10 |   3.26
  4.09 |   3.19
  4.09 |   3.13
  4.10 |   3.17
  4.10 |   3.27
  4.09 |   3.22
  4.10 |   3.34
  4.09 |   3.23
  4.10 |   3.15
  4.09 |   3.21
  4.08 |   3.15
  4.09 |   3.15
  4.10 |   3.17
  4.09 |   3.24
  4.10 |   3.27
  4.10 |   3.23
  4.10 |   3.14
  4.08 |   3.21
  4.09 |   3.29
  4.07 |   3.26
  4.10 |   3.24
  4.10 |   3.12
  4.08 |   3.18
  4.09 |   3.18
  4.08 |   3.16
  4.08 |   3.18
  4.10 |   3.21
  4.09 |   3.22
  4.09 |   3.20
  4.08 |   3.24
  4.09 |   3.21
  4.08 |   3.18
  4.10 |   3.21
  4.09 |   3.19
  4.09 |   3.16
  4.10 |   3.22
  4.10 |   3.14
  4.10 |   3.21
  4.10 |   3.22
  4.08 |   3.23
  4.09 |   3.34
  4.09 |   3.19
  4.10 |   3.22
  4.10 |   3.19
  4.09 |   3.30
  4.09 |   3.13
  4.10 |   3.16
  4.08 |   3.17
  4.10 |   3.16
  4.09 |   3.16
  4.08 |   3.23
  4.10 |   3.20
  4.09 |   3.22
  4.09 |   3.20
  4.10 |   3.14
  4.09 |   3.29
  4.08 |   3.19
  4.10 |   3.16
  4.09 |   3.15
  4.09 |   3.19
  4.10 |   3.18
  4.10 |   3.24
  4.09 |   3.24
  4.09 |   3.24
  4.10 |   3.28
  4.09 |   3.20
  4.10 |   3.27
  4.10 |   3.23
  4.08 |   3.32
  4.09 |   3.27
  4.10 |   3.25
  4.09 |   3.25
  4.10 |   3.24
  4.08 |   3.20
  4.09 |   3.17
  4.09 |   3.17
  4.10 |   3.20
  4.09 |   3.15
Train model ╸                                          2% -:--:--
