Import data
Number of fabs after import 5085
Filter data
N fabs before filter: 5085, n fabs after filter: 4839
N fabs before filter: 46, n fabs after filter: 46
N fabs before filter: 4839, n fabs after filter: 4483
N fabs before filter: 46, n fabs after filter: 46
N fabs before filter: 4483, n fabs after filter: 4412
Format data
Preparing model inputs ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 100% 0:00:00
Preparing model inputs ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 100% 0:00:00
Size train/val set:  4412 , size test set: 46
Prepare dataloaders
Size train set: 4312, val set: 100, test set: 46
Start training
 Train |  Val 
  0.81 |   0.77
  1.32 |   1.21
  1.44 |   1.29
  1.80 |   1.60
  2.16 |   1.83
  2.49 |   2.09
  2.82 |   2.33
  3.15 |   2.61
  3.47 |   2.78
  3.77 |   3.04
  4.08 |   3.25
  4.08 |   3.31
  4.09 |   3.28
  4.09 |   3.17
  4.08 |   3.18
  4.06 |   3.25
  4.08 |   3.26
  4.07 |   3.20
  4.07 |   3.24
  4.07 |   3.20
  4.06 |   3.30
  4.09 |   3.16
  4.08 |   3.28
  4.09 |   3.26
  4.08 |   3.25
  4.08 |   3.15
  4.08 |   3.23
  4.07 |   3.31
  4.07 |   3.19
  4.07 |   3.19
  4.07 |   3.28
  4.08 |   3.26
  4.09 |   3.26
  4.08 |   3.21
  4.07 |   3.27
  4.09 |   3.26
  4.09 |   3.25
  4.07 |   3.26
  4.08 |   3.24
  4.07 |   3.18
  4.08 |   3.21
  4.08 |   3.34
  4.08 |   3.31
  4.08 |   3.24
  4.09 |   3.27
  4.09 |   3.23
  4.07 |   3.30
  4.07 |   3.22
  4.07 |   3.28
  4.07 |   3.30
  4.08 |   3.29
  4.08 |   3.30
  4.06 |   3.24
  4.08 |   3.26
  4.07 |   3.22
  4.07 |   3.21
  4.08 |   3.31
  4.07 |   3.28
  4.08 |   3.22
  4.08 |   3.15
  4.08 |   3.24
  4.07 |   3.21
  4.08 |   3.19
  4.07 |   3.25
  4.06 |   3.19
  4.09 |   3.18
  4.08 |   3.23
  4.09 |   3.22
  4.08 |   3.24
  4.08 |   3.28
  4.08 |   3.30
  4.08 |   3.24
  4.08 |   3.36
  4.08 |   3.26
  4.08 |   3.28
  4.08 |   3.26
  4.08 |   3.40
  4.07 |   3.14
  4.07 |   3.25
  4.08 |   3.21
  4.07 |   3.20
  4.09 |   3.30
  4.08 |   3.27
  4.07 |   3.28
  4.07 |   3.17
  4.09 |   3.19
  4.09 |   3.16
  4.08 |   3.15
  4.07 |   3.25
  4.07 |   3.19
  4.08 |   3.35
  4.08 |   3.27
  4.09 |   3.41
  4.07 |   3.21
  4.08 |   3.23
  4.09 |   3.30
  4.08 |   3.23
  4.08 |   3.33
  4.08 |   3.24
  4.08 |   3.24
  4.08 |   3.25
Train model ╸                                          2% -:--:--
