Import data
Number of fabs after import 5085
Filter data
N fabs before filter: 5085, n fabs after filter: 4839
N fabs before filter: 46, n fabs after filter: 46
N fabs before filter: 4839, n fabs after filter: 4483
N fabs before filter: 46, n fabs after filter: 46
N fabs before filter: 4483, n fabs after filter: 4412
Format data
Preparing model inputs ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 100% 0:00:00
Preparing model inputs ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 100% 0:00:00
Size train/val set:  4412 , size test set: 46
Prepare dataloaders
Size train set: 4312, val set: 100, test set: 46
Start training
 Train |  Val 
  0.67 |   0.63
  1.12 |   1.02
  1.51 |   1.36
  1.88 |   1.66
  2.25 |   1.89
  2.60 |   2.18
  2.94 |   2.48
  3.27 |   2.63
  3.60 |   2.94
  3.92 |   3.26
  4.25 |   3.35
  4.24 |   3.29
  4.24 |   3.27
  4.23 |   3.31
  4.26 |   3.36
  4.25 |   3.30
  4.24 |   3.29
  4.25 |   3.28
  4.24 |   3.38
  4.24 |   3.31
  4.24 |   3.29
  4.25 |   3.34
  4.24 |   3.46
  4.25 |   3.30
  4.23 |   3.39
  4.23 |   3.31
  4.25 |   3.38
  4.24 |   3.39
  4.25 |   3.30
  4.25 |   3.49
  4.24 |   3.31
  4.25 |   3.31
  4.25 |   3.38
  4.24 |   3.30
  4.24 |   3.36
  4.23 |   3.33
  4.24 |   3.36
  4.25 |   3.47
  4.26 |   3.37
  4.24 |   3.27
  4.25 |   3.39
  4.23 |   3.42
  4.26 |   3.42
  4.24 |   3.44
  4.26 |   3.46
  4.24 |   3.32
  4.24 |   3.33
  4.24 |   3.31
  4.24 |   3.29
  4.24 |   3.31
  4.25 |   3.35
  4.26 |   3.50
  4.23 |   3.30
  4.23 |   3.33
  4.24 |   3.25
  4.25 |   3.25
  4.24 |   3.32
  4.24 |   3.33
  4.25 |   3.58
  4.25 |   3.32
  4.25 |   3.33
  4.23 |   3.41
  4.24 |   3.42
  4.26 |   3.33
  4.24 |   3.37
  4.25 |   3.37
  4.25 |   3.30
  4.25 |   3.36
  4.25 |   3.34
  4.26 |   3.26
  4.25 |   3.34
  4.24 |   3.25
  4.25 |   3.26
  4.26 |   3.37
  4.23 |   3.38
  4.24 |   3.37
  4.25 |   3.39
  4.25 |   3.33
  4.24 |   3.29
  4.24 |   3.33
  4.24 |   3.35
  4.25 |   3.30
  4.24 |   3.38
  4.25 |   3.34
  4.26 |   3.33
  4.23 |   3.32
  4.25 |   3.40
  4.25 |   3.33
  4.25 |   3.32
  4.25 |   3.39
  4.25 |   3.36
  4.25 |   3.35
  4.24 |   3.44
  4.23 |   3.37
  4.26 |   3.36
  4.24 |   3.41
  4.24 |   3.34
  4.25 |   3.37
  4.25 |   3.26
  4.24 |   3.24
  4.26 |   3.31
Train model ╸                                          2% -:--:--
